exp	arm	cell	rtt_ms	rate_mbps	loss_pct	fixture	depth	run	p95_wait_ms	mean_wait_ms	fill_rate	peak_outstanding	wait_samples	srv_cpu_s	cli_cpu_s	ns_cpu_s	wall_s	bytes_on_wire	frames_on_wire	nz_n	nz_p50	nz_p95	nz_p99	nz_max	loss_burst	ns_qdrop	verdict
r4	cubic	S	600	8	1.0	frames_500x64k	8	1	1149.46	254.24	2.00	8	682	1.840	6.760	4.730	200.61	42178636	659	256	570.42	1949.90	3133.91	3561.14	5	0	ok
r4	bbr	S	600	8	1.0	frames_500x64k	8	1	674.09	124.55	1.00	8	682	1.260	4.090	4.200	112.16	42242640	660	199	465.05	1177.10	1275.56	1300.89	5	0	ok
r4	cubic	S	600	8	1.0	frames_500x64k	8	2	1347.58	282.54	2.00	8	682	2.060	7.560	5.290	219.91	42178636	659	261	644.36	1950.80	2902.03	3693.76	5	0	ok
r4	bbr	S	600	8	1.0	frames_500x64k	8	2	672.55	117.83	2.00	8	682	1.310	4.060	4.280	107.59	42306644	661	189	473.59	1065.12	1275.88	2069.19	5	0	ok
r4	cubic	S	600	8	1.0	frames_500x64k	8	3	1536.59	355.06	1.50	8	682	2.010	8.870	5.020	269.39	42178636	659	277	695.95	2013.51	3818.32	5045.15	5	0	ok
r4	bbr	S	600	8	1.0	frames_500x64k	8	3	684.43	129.36	2.00	8	682	1.230	4.120	4.130	115.51	42242640	660	187	499.64	1191.83	1870.78	3431.20	5	0	ok
