exp	arm	cell	rtt_ms	rate_mbps	loss_pct	fixture	depth	run	p95_wait_ms	mean_wait_ms	fill_rate	peak_outstanding	wait_samples	srv_cpu_s	cli_cpu_s	ns_cpu_s	wall_s	bytes_on_wire	frames_on_wire	nz_n	nz_p50	nz_p95	nz_p99	nz_max	loss_burst	ns_qdrop	verdict
r2	shared	W	50	20	1.0	frames_500x64k	8	1	232.02	48.11	2.00	8	682	1.310	2.150	3.190	58.44	42306644	661	225	123.93	403.99	596.67	747.65	5	0	ok
r2	perframe	W	50	20	1.0	frames_500x64k	8	1	458.17	57.10	2.50	8	682	1.300	2.640	3.180	64.47	42242640	660	131	218.10	820.03	1003.14	1167.96	5	0	ok
r2	perframe_fifo	W	50	20	1.0	frames_500x64k	8	1	259.79	49.24	2.00	8	682	1.330	2.280	3.210	59.09	42242640	660	201	126.33	486.82	675.25	1116.78	5	0	ok
r2	perframe	W	50	20	1.0	frames_500x64k	8	2	416.72	56.99	2.00	8	682	1.360	2.660	3.220	64.49	42370648	662	139	208.36	736.81	1114.53	1134.37	5	0	ok
r2	perframe_fifo	W	50	20	1.0	frames_500x64k	8	2	278.33	56.79	2.50	8	682	1.410	2.430	3.280	64.34	42498656	664	232	123.20	544.80	1042.41	1104.41	5	0	ok
r2	shared	W	50	20	1.0	frames_500x64k	8	3	347.19	71.87	2.50	8	682	1.410	2.730	3.470	74.52	42306644	661	252	152.77	503.51	834.96	891.61	5	0	ok
r2	perframe	W	50	20	1.0	frames_500x64k	8	3	480.80	65.05	0.50	8	682	1.380	2.850	3.210	69.90	42370648	662	139	228.38	892.23	1203.05	1281.61	5	0	ok
r2	perframe_fifo	W	50	20	1.0	frames_500x64k	8	3	308.73	61.30	3.00	8	682	1.390	2.540	3.290	67.42	42562660	665	222	129.80	646.43	930.85	1139.71	5	0	ok
