arm	trace	repeat	concurrency	region_start	region_frames	region_stride	mix_target	mix_achieved	hit_resident	miss_resident	asks	wall_ns	throughput_fps	p50_ns	p90_ns	p99_ns	max_ns	hop_count	hop_events	hop_p50_ns	hop_p99_ns	gap_p99_ns	gap_max_ns	cpu_ns	cpu_per_ask_ns	threads_max	read_chunk	uring_depth	runtime
uring_batched_stream	forward	7	1	10240	128	40	0.0000	0.0000	1.0000	0.0000	128	24461483	5232.7	184789	225043	337843	338338	0	0	0	0	0	0	27898007	217953	5	65536	2	multi
uring_tuned	forward	7	1	15360	128	40	0.0000	0.0000	1.0000	0.0000	128	25296897	5059.9	186334	239434	429250	437703	0	0	0	0	0	0	29021539	226730	5	65536	2	multi
uring_whole	forward	7	1	20480	128	40	0.0000	0.0000	1.0000	0.0000	128	24136894	5303.1	182065	226024	348125	432166	0	0	0	0	0	0	27480949	214694	5	65536	2	multi
pread_nowait_chunked	forward	7	1	25600	128	40	0.0000	0.0000	1.0000	0.0000	128	28660344	4466.1	223484	258330	303001	303555	0	0	0	0	0	0	32886834	256928	5	65536	2	multi
pread_nowait	forward	7	1	0	128	40	0.0000	0.0000	1.0000	0.0000	128	21996141	5819.2	162379	208600	373772	406593	0	0	0	0	0	0	24412352	190721	5	65536	2	multi
pread_blocking_pooled	forward	7	1	5120	128	40	0.0000	0.0000	1.0000	0.0000	128	39038647	3278.8	278492	466567	568074	573507	128	128	171293	331641	0	0	41443809	323779	6	65536	2	multi
uring_nowait_hybrid	forward	1	1	10240	128	40	0.2500	0.2500	1.0000	0.0000	128	76598503	1671.1	198483	1844448	2181980	2381706	32	191	1408366	1920040	0	0	40496412	316378	5	65536	2	multi
uring_pipelined	forward	1	1	15360	128	40	0.2500	0.2500	1.0000	0.0000	128	50962142	2511.7	318760	781029	1153776	1306789	32	63	487981	887203	0	0	45985615	359262	5	65536	2	multi
uring_batched_stream	forward	1	1	20480	128	40	0.2500	0.2500	1.0000	0.0000	128	32825883	3899.4	176005	522244	604763	672128	32	64	313772	444210	0	0	31086537	242863	5	65536	2	multi
uring_tuned	forward	1	1	25600	128	40	0.2500	0.2500	1.0000	0.0000	128	38774267	3301.2	183248	711022	847870	850408	32	154	519557	675935	0	0	31398366	245299	5	65536	2	multi
