arm	study	temp	trace	access	chunk	repeat	frames	asks	first_frame_ns	later_p50_ns	later_p99_ns	later_mean_ns	series_wall_ns	gap_p50_ns	gap_p99_ns	gap_max_ns	gap_samples	bytes_copied	hop_p50_ns	other_later_p50_ns	other_later_p99_ns	other_asks	cpu_ns	threads_max	runtime	hop_count
mmap_naive	frames_16k_big.sbnd	warm	forward	full	16384	3	5120	5120	5437	1555	4480	1900	9994225	382	3101	13191	14097	0	0	0	0	0	25424630	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	warm	forward	full	16384	3	5120	5120	13187	2950	7793	3388	17663564	398	3264	93804	22165	0	0	0	0	0	47495837	9	multi	0
mmap_touch_in_place	frames_16k_big.sbnd	warm	forward	full	16384	3	5120	5120	34931	4999	11593	5516	28930934	779	7127	28458	18103	0	2268	0	0	0	94652624	15	multi	5120
mmap_populate_read	frames_16k_big.sbnd	warm	forward	full	16384	3	5120	5120	78545	11476	21994	12014	62172826	602	5343	58057	50051	0	8148	0	0	0	140141222	12	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	warm	forward	full	16384	3	5120	5120	98599	9607	23054	10121	52481005	679	5636	132457	35620	0	6200	0	0	0	112854474	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	warm	forward	full	16384	3	5120	5120	79299	13197	22696	13543	70403088	847	6369	36648	40872	83886080	9004	0	0	0	152961510	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	warm	forward	full	16384	3	5120	5120	9979	3328	7121	3597	18740507	328	2595	9325	27101	83886080	0	0	0	0	49837980	9	multi	0
uring_nowait_whole	frames_16k_big.sbnd	warm	forward	full	16384	3	5120	5120	13639	3427	6793	3743	19653956	864	2975	29204	14531	83886080	0	0	0	0	53614328	9	multi	0
mmap_naive	frames_16k_big.sbnd	warm	forward	full	16384	4	5120	5120	7127	1500	4148	1729	9116955	377	2792	13599	13561	0	0	0	0	0	23973228	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	warm	forward	full	16384	4	5120	5120	13320	2787	5358	3017	15715064	332	2658	22997	23240	0	0	0	0	0	41509155	9	multi	0
mmap_touch_in_place	frames_16k_big.sbnd	warm	forward	full	16384	4	5120	5120	27093	5228	12693	5631	29581393	807	7347	82474	17627	0	2434	0	0	0	99322536	19	multi	5120
mmap_populate_read	frames_16k_big.sbnd	warm	forward	full	16384	4	5120	5120	72551	11056	19245	11565	59942065	622	5292	26131	43354	0	7816	0	0	0	131337410	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	warm	forward	full	16384	4	5120	5120	57165	9516	18020	10068	52161355	641	5305	35059	37206	0	6034	0	0	0	114136681	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	warm	forward	full	16384	4	5120	5120	102080	12758	23694	13256	69022882	605	5084	65495	58549	83886080	9571	0	0	0	161114872	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	warm	forward	full	16384	4	5120	5120	10302	3378	6772	3663	19080335	355	2836	24301	26373	83886080	0	0	0	0	51952099	9	multi	0
uring_nowait_whole	frames_16k_big.sbnd	warm	forward	full	16384	4	5120	5120	13722	3597	7656	4008	21088772	1866	5537	203628	10553	83886080	0	0	0	0	54414567	9	multi	0
mmap_naive	frames_16k_big.sbnd	warm	forward	full	16384	5	5120	5120	24466	1448	4061	1730	9192667	354	2612	127617	14141	0	0	0	0	0	24867203	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	warm	forward	full	16384	5	5120	5120	13257	2700	5960	3012	15690073	342	2532	25370	22831	0	0	0	0	0	42719345	9	multi	0
mmap_touch_in_place	frames_16k_big.sbnd	warm	forward	full	16384	5	5120	5120	28677	5307	16495	5862	30863858	793	7742	82356	18907	0	2446	0	0	0	102066364	30	multi	5120
mmap_populate_read	frames_16k_big.sbnd	warm	forward	full	16384	5	5120	5120	113459	11230	20667	11755	60920791	660	5329	24908	46716	0	7856	0	0	0	139055150	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	warm	forward	full	16384	5	5120	5120	87792	9867	18352	10083	52428885	680	5387	124363	36228	0	6319	0	0	0	116528179	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	warm	forward	full	16384	5	5120	5120	97705	12678	26269	13398	69470149	463	4823	30289	65652	83886080	9520	0	0	0	163133286	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	warm	forward	full	16384	5	5120	5120	26232	3312	6020	3580	18719522	331	2565	11985	27020	83886080	0	0	0	0	50447936	9	multi	0
uring_nowait_whole	frames_16k_big.sbnd	warm	forward	full	16384	5	5120	5120	10302	3543	7467	3879	20354754	348	2788	97513	27903	83886080	0	0	0	0	53605583	9	multi	0
mmap_naive	frames_16k_big.sbnd	warm	forward	full	16384	6	5120	5120	9957	1959	5302	2145	11388540	690	3416	16545	12003	0	0	0	0	0	30937434	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	warm	forward	full	16384	6	5120	5120	35345	3063	7852	3488	18204966	545	3827	78270	18985	0	0	0	0	0	47011697	9	multi	0
mmap_touch_in_place	frames_16k_big.sbnd	warm	forward	full	16384	6	5120	5120	116088	5535	16465	6498	34103053	798	7846	108694	20844	0	2584	0	0	0	109488317	31	multi	5120
mmap_populate_read	frames_16k_big.sbnd	warm	forward	full	16384	6	5120	5120	89160	12260	22883	12768	66023614	502	5492	42340	55012	0	8919	0	0	0	149905565	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	warm	forward	full	16384	6	5120	5120	92418	9304	16032	9568	49567240	645	5215	25944	32557	0	5853	0	0	0	104974283	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	warm	forward	full	16384	6	5120	5120	74187	12534	21364	13000	67440366	536	4781	125437	65206	83886080	9579	0	0	0	158685239	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	warm	forward	full	16384	6	5120	5120	10863	3544	7236	3880	20233617	350	2738	13548	27118	83886080	0	0	0	0	54078141	9	multi	0
uring_nowait_whole	frames_16k_big.sbnd	warm	forward	full	16384	6	5120	5120	21466	3371	6393	3630	19193863	389	2831	185713	23865	83886080	0	0	0	0	50779839	9	multi	0
mmap_naive	frames_16k_big.sbnd	warm	forward	full	16384	7	5120	5120	12760	1399	4050	1681	8900819	417	2929	19168	10995	0	0	0	0	0	24695495	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	warm	forward	full	16384	7	5120	5120	71354	2635	5705	2924	15282937	864	3067	110135	11347	0	0	0	0	0	41812116	9	multi	0
mmap_touch_in_place	frames_16k_big.sbnd	warm	forward	full	16384	7	5120	5120	43084	5111	11857	5442	28653996	819	7507	37091	16874	0	2333	0	0	0	95841623	15	multi	5120
mmap_populate_read	frames_16k_big.sbnd	warm	forward	full	16384	7	5120	5120	96519	10639	19486	11101	57435514	359	4868	38918	58322	0	7658	0	0	0	132677153	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	warm	forward	full	16384	7	5120	5120	90298	9383	16432	9653	50055603	706	5248	31211	36137	0	5992	0	0	0	111079570	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	warm	forward	full	16384	7	5120	5120	104239	13099	23140	13545	70374560	632	5067	123080	54345	83886080	9869	0	0	0	163987140	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	warm	forward	full	16384	7	5120	5120	13298	3338	6745	3638	18979210	847	2963	16199	14116	83886080	0	0	0	0	51569108	9	multi	0
uring_nowait_whole	frames_16k_big.sbnd	warm	forward	full	16384	7	5120	5120	10889	3750	7206	3987	20936771	435	3726	19430	19429	83886080	0	0	0	0	53595892	9	multi	0
mmap_naive	frames_16k_big.sbnd	warm	forward	full	16384	8	5120	5120	5379	1386	3788	1631	8568405	337	2514	12118	14414	0	0	0	0	0	22871470	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	warm	forward	full	16384	8	5120	5120	11549	3094	6773	3328	17361217	334	2655	18472	25030	0	0	0	0	0	45937219	9	multi	0
mmap_touch_in_place	frames_16k_big.sbnd	warm	forward	full	16384	8	5120	5120	28544	5104	13730	5508	28900697	810	7500	115306	17416	0	2313	0	0	0	96040851	15	multi	5120
mmap_populate_read	frames_16k_big.sbnd	warm	forward	full	16384	8	5120	5120	105113	11322	26617	12460	64464807	606	5366	39885	54447	0	8097	0	0	0	145464351	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	warm	forward	full	16384	8	5120	5120	53485	9670	17156	10005	51918963	805	5652	126989	32159	0	6085	0	0	0	113081455	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	warm	forward	full	16384	8	5120	5120	121073	12124	21256	12770	66263065	358	4525	25898	70117	83886080	9255	0	0	0	155604739	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	warm	forward	full	16384	8	5120	5120	22014	3635	8058	4253	22372765	348	2923	35875	28690	83886080	0	0	0	0	59599323	9	multi	0
uring_nowait_whole	frames_16k_big.sbnd	warm	forward	full	16384	8	5120	5120	12328	3584	6863	3814	20048829	326	2514	95436	28708	83886080	0	0	0	0	54185353	9	multi	0
mmap_naive	frames_16k_big.sbnd	warm	forward	full	16384	9	5120	5120	5640	1426	4229	1700	8950172	368	2699	13816	13404	0	0	0	0	0	24717633	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	warm	forward	full	16384	9	5120	5120	10247	2707	5614	3006	15644618	335	2503	46625	23462	0	0	0	0	0	42508668	9	multi	0
mmap_touch_in_place	frames_16k_big.sbnd	warm	forward	full	16384	9	5120	5120	29333	5265	12588	5719	29996942	807	7691	33251	18133	0	2441	0	0	0	100374710	16	multi	5120
mmap_populate_read	frames_16k_big.sbnd	warm	forward	full	16384	9	5120	5120	84708	11223	22841	11914	61620078	1067	6645	110437	32543	0	6876	0	0	0	127526517	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	warm	forward	full	16384	9	5120	5120	53310	8669	15632	8979	46493723	414	4754	36271	42732	0	5671	0	0	0	103871594	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	warm	forward	full	16384	9	5120	5120	67688	12229	22492	12758	66148203	428	4642	34455	65356	83886080	9334	0	0	0	154372826	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	warm	forward	full	16384	9	5120	5120	12598	3451	7030	3818	19935699	356	2918	18640	26244	83886080	0	0	0	0	53087357	9	multi	0
uring_nowait_whole	frames_16k_big.sbnd	warm	forward	full	16384	9	5120	5120	11179	5307	10553	5656	30002180	478	3811	150997	34064	83886080	0	0	0	0	82828821	9	multi	0
mmap_naive	frames_16k_big.sbnd	warm	random	full	16384	1	5120	5120	10405	1592	4112	1837	9676317	378	2698	13579	14289	0	0	0	0	0	25824962	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	warm	random	full	16384	1	5120	5120	11592	4674	9642	5001	26298596	430	3856	24125	32382	0	0	0	0	0	72763736	9	multi	0
mmap_touch_in_place	frames_16k_big.sbnd	warm	random	full	16384	1	5120	5120	33786	5154	13734	5547	29103422	803	7444	22338	17765	0	2407	0	0	0	96269270	15	multi	5120
mmap_populate_read	frames_16k_big.sbnd	warm	random	full	16384	1	5120	5120	75287	10820	20489	11204	57878135	329	4229	27609	68114	0	7947	0	0	0	137705678	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	warm	random	full	16384	1	5120	5120	72296	9901	21539	10587	54806560	603	5225	109780	43825	0	6411	0	0	0	121856959	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	warm	random	full	16384	1	5120	5120	70440	12993	23288	13457	70112465	639	5285	137757	56103	83886080	9378	0	0	0	161913940	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	warm	random	full	16384	1	5120	5120	10528	3426	6675	3700	19390239	348	2589	16374	26784	83886080	0	0	0	0	52868910	9	multi	0
uring_nowait_whole	frames_16k_big.sbnd	warm	random	full	16384	1	5120	5120	10100	3984	8944	4468	23583237	1941	4958	17084	11629	83886080	0	0	0	0	62521964	9	multi	0
mmap_naive	frames_16k_big.sbnd	warm	random	full	16384	2	5120	5120	12045	1617	4773	1854	9776178	929	3246	12742	6965	0	0	0	0	0	26963659	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	warm	random	full	16384	2	5120	5120	14776	3020	7038	3359	17485465	372	2836	50828	23555	0	0	0	0	0	46858171	9	multi	0
mmap_touch_in_place	frames_16k_big.sbnd	warm	random	full	16384	2	5120	5120	28996	5159	11595	5483	28770225	810	7189	40190	17364	0	2431	0	0	0	96159106	17	multi	5120
mmap_populate_read	frames_16k_big.sbnd	warm	random	full	16384	2	5120	5120	90549	11743	19815	11894	61494569	394	4782	87596	60126	0	8534	0	0	0	146079530	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	warm	random	full	16384	2	5120	5120	89055	8939	15602	9209	47659100	337	4577	52213	50892	0	6151	0	0	0	108132126	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	warm	random	full	16384	2	5120	5120	100931	12593	21181	12993	67652896	629	5046	39799	53267	83886080	9354	0	0	0	153496369	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	warm	random	full	16384	2	5120	5120	11666	4471	7352	4675	24715627	678	3368	13395	21698	83886080	0	0	0	0	62414965	9	multi	0
uring_nowait_whole	frames_16k_big.sbnd	warm	random	full	16384	2	5120	5120	13693	3520	7192	3799	20109610	339	2718	134218	27754	83886080	0	0	0	0	53276764	9	multi	0
mmap_naive	frames_16k_big.sbnd	warm	random	full	16384	3	5120	5120	5205	1730	4611	2072	10866387	371	2791	17252	15871	0	0	0	0	0	29327488	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	warm	random	full	16384	3	5120	5120	11166	2967	6248	3280	17085809	359	2784	15752	24322	0	0	0	0	0	45356013	9	multi	0
mmap_touch_in_place	frames_16k_big.sbnd	warm	random	full	16384	3	5120	5120	34779	5452	15337	5886	30880672	820	7735	31352	18352	0	2584	0	0	0	103132280	28	multi	5120
mmap_populate_read	frames_16k_big.sbnd	warm	random	full	16384	3	5120	5120	85714	10816	19328	11160	57662665	325	4829	125772	62657	0	7975	0	0	0	130288603	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	warm	random	full	16384	3	5120	5120	98167	8914	15640	9307	48278304	598	5108	41550	38299	0	5955	0	0	0	105144392	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	warm	random	full	16384	3	5120	5120	90679	12780	24147	13369	69636175	612	5067	35578	58067	83886080	9613	0	0	0	160850456	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	warm	random	full	16384	3	5120	5120	20482	3565	6840	3796	19971087	334	2937	23156	27640	83886080	0	0	0	0	52126512	9	multi	0
uring_nowait_whole	frames_16k_big.sbnd	warm	random	full	16384	3	5120	5120	12913	3723	7224	3940	20763400	356	2788	107660	28034	83886080	0	0	0	0	55203991	9	multi	0
mmap_naive	frames_16k_big.sbnd	warm	random	full	16384	4	5120	5120	8900	1697	4934	1966	10332413	840	3354	12171	9696	0	0	0	0	0	27774275	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	warm	random	full	16384	4	5120	5120	22125	4527	8651	4626	24228469	362	3594	23678	35902	0	0	0	0	0	66560850	9	multi	0
mmap_touch_in_place	frames_16k_big.sbnd	warm	random	full	16384	4	5120	5120	31354	5243	12122	5567	29222147	827	7628	25721	17123	0	2447	0	0	0	97076882	15	multi	5120
mmap_populate_read	frames_16k_big.sbnd	warm	random	full	16384	4	5120	5120	84965	11573	24113	12165	62977132	736	5503	38373	43854	0	7935	0	0	0	142007850	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	warm	random	full	16384	4	5120	5120	104302	9202	18229	9599	49745528	598	5145	40375	39262	0	5965	0	0	0	108845316	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	warm	random	full	16384	4	5120	5120	72118	12658	22418	13054	67883530	379	4742	70609	66441	83886080	9756	0	0	0	159407554	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	warm	random	full	16384	4	5120	5120	13679	3660	7476	3910	20546390	335	2636	35863	29725	83886080	0	0	0	0	55032484	9	multi	0
uring_nowait_whole	frames_16k_big.sbnd	warm	random	full	16384	4	5120	5120	11986	3623	7155	3817	20317848	334	2629	224581	29575	83886080	0	0	0	0	53930495	9	multi	0
mmap_naive	frames_16k_big.sbnd	warm	random	full	16384	5	5120	5120	6743	1605	4092	1810	9513948	378	2791	15480	14361	0	0	0	0	0	24939447	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	warm	random	full	16384	5	5120	5120	29791	2986	6015	3228	16811948	362	2858	32316	23231	0	0	0	0	0	45420395	9	multi	0
mmap_touch_in_place	frames_16k_big.sbnd	warm	random	full	16384	5	5120	5120	35592	5155	11230	5447	28592731	810	7360	20209	17210	0	2383	0	0	0	95408131	15	multi	5120
mmap_populate_read	frames_16k_big.sbnd	warm	random	full	16384	5	5120	5120	88097	10408	18796	10819	55958502	425	4779	28417	50965	0	7043	0	0	0	126633076	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	warm	random	full	16384	5	5120	5120	54439	8029	15386	8968	46344563	326	4265	43850	50637	0	5487	0	0	0	97889724	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	warm	random	full	16384	5	5120	5120	101086	13173	22167	13536	70556545	608	5017	30033	58825	83886080	9925	0	0	0	163344070	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	warm	random	full	16384	5	5120	5120	11305	3877	8349	4206	22201911	404	3545	17663	27983	83886080	0	0	0	0	62651766	9	multi	0
uring_nowait_whole	frames_16k_big.sbnd	warm	random	full	16384	5	5120	5120	19870	3821	7965	4095	21681361	346	2760	15960	29822	83886080	0	0	0	0	58037544	9	multi	0
mmap_naive	frames_16k_big.sbnd	warm	random	full	16384	6	5120	5120	7148	1705	4542	1955	10267565	389	2960	16954	15039	0	0	0	0	0	26897670	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	warm	random	full	16384	6	5120	5120	13876	3141	6227	3352	17447368	381	2988	19595	22955	0	0	0	0	0	45526421	9	multi	0
mmap_touch_in_place	frames_16k_big.sbnd	warm	random	full	16384	6	5120	5120	32449	5343	12126	5836	30605932	836	7347	19818	17953	0	2515	0	0	0	100719777	16	multi	5120
mmap_populate_read	frames_16k_big.sbnd	warm	random	full	16384	6	5120	5120	91130	11191	22512	11724	60616609	374	4898	31869	58309	0	8102	0	0	0	137021008	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	warm	random	full	16384	6	5120	5120	108046	8992	16105	9266	48021961	417	4786	42626	43509	0	6003	0	0	0	107485721	12	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	warm	random	full	16384	6	5120	5120	68390	12558	22318	13021	67724033	591	4786	28893	64114	83886080	9610	0	0	0	155847145	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	warm	random	full	16384	6	5120	5120	11131	3500	6749	3765	19793968	336	2690	24635	27405	83886080	0	0	0	0	53487567	9	multi	0
uring_nowait_whole	frames_16k_big.sbnd	warm	random	full	16384	6	5120	5120	14315	3838	7107	4064	21433767	393	3084	113953	25646	83886080	0	0	0	0	58939939	9	multi	0
mmap_naive	frames_16k_big.sbnd	warm	random	full	16384	7	5120	5120	7776	2554	5910	2827	15075449	373	3638	27631	21386	0	0	0	0	0	41720045	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	warm	random	full	16384	7	5120	5120	10797	2935	5995	3198	16666780	351	2757	15706	24129	0	0	0	0	0	44069727	9	multi	0
mmap_touch_in_place	frames_16k_big.sbnd	warm	random	full	16384	7	5120	5120	61509	5499	15289	6254	32787563	814	7827	71739	19370	0	2633	0	0	0	104940461	19	multi	5120
mmap_populate_read	frames_16k_big.sbnd	warm	random	full	16384	7	5120	5120	61183	11242	20564	11816	61278465	607	5326	58663	47683	0	7964	0	0	0	136002300	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	warm	random	full	16384	7	5120	5120	71706	9106	17785	9534	49387175	597	5174	29127	37619	0	5902	0	0	0	106270686	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	warm	random	full	16384	7	5120	5120	113764	12574	22784	13285	69203169	596	4921	168694	63158	83886080	9462	0	0	0	159210937	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	warm	random	full	16384	7	5120	5120	12542	3837	9797	4233	22341786	370	3579	35422	27862	83886080	0	0	0	0	58787452	9	multi	0
uring_nowait_whole	frames_16k_big.sbnd	warm	random	full	16384	7	5120	5120	12159	5520	10089	5798	30784740	766	4465	18510	19929	83886080	0	0	0	0	78036712	9	multi	0
mmap_naive	frames_16k_big.sbnd	warm	random	full	16384	8	5120	5120	6620	1691	4568	1921	10087575	401	3093	15891	13279	0	0	0	0	0	26637053	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	warm	random	full	16384	8	5120	5120	17399	2990	7114	3320	17290817	941	3434	16271	11872	0	0	0	0	0	47261834	9	multi	0
mmap_touch_in_place	frames_16k_big.sbnd	warm	random	full	16384	8	5120	5120	44844	5454	11782	5788	30400952	844	7573	44150	17373	0	2609	0	0	0	101475505	15	multi	5120
mmap_populate_read	frames_16k_big.sbnd	warm	random	full	16384	8	5120	5120	70278	10639	21037	11205	57941533	362	4958	39880	55550	0	7423	0	0	0	130416988	12	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	warm	random	full	16384	8	5120	5120	65823	9101	17512	9467	49051116	637	5326	37142	37170	0	5898	0	0	0	106040940	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	warm	random	full	16384	8	5120	5120	104078	12189	23383	12913	67290457	342	4475	71808	73551	83886080	9552	0	0	0	158180706	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	warm	random	full	16384	8	5120	5120	16118	3699	7874	3985	20986465	915	3200	24896	14672	83886080	0	0	0	0	57633808	9	multi	0
uring_nowait_whole	frames_16k_big.sbnd	warm	random	full	16384	8	5120	5120	13914	3851	8302	4188	22209816	975	5625	123642	14215	83886080	0	0	0	0	59302777	9	multi	0
mmap_naive	frames_16k_big.sbnd	warm	random	full	16384	9	5120	5120	4879	1731	4448	1955	10271894	386	2904	14009	14687	0	0	0	0	0	27197403	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	warm	random	full	16384	9	5120	5120	31754	3195	6961	3502	18303872	380	3111	49433	24458	0	0	0	0	0	48729351	9	multi	0
mmap_touch_in_place	frames_16k_big.sbnd	warm	random	full	16384	9	5120	5120	41103	5272	11761	5588	29344372	835	7654	24601	16916	0	2400	0	0	0	97652002	14	multi	5120
mmap_populate_read	frames_16k_big.sbnd	warm	random	full	16384	9	5120	5120	81887	10615	20923	11251	58254698	599	5600	28351	47037	0	7276	0	0	0	130613350	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	warm	random	full	16384	9	5120	5120	67859	9620	16657	9842	50960657	619	5256	109691	36417	0	6163	0	0	0	110647560	11	multi	5120
pread_blocking_pooled	frames_16k_big.sbnd	warm	random	full	16384	9	5120	5120	74468	11678	22138	12361	64362680	354	4518	31145	67939	83886080	9022	0	0	0	149522914	11	multi	5120
pread_nowait_chunked	frames_16k_big.sbnd	warm	random	full	16384	9	5120	5120	15175	4422	7281	4438	23399788	617	3209	29806	25387	83886080	0	0	0	0	59445014	9	multi	0
uring_nowait_whole	frames_16k_big.sbnd	warm	random	full	16384	9	5120	5120	18216	4844	10095	5194	27745461	679	5488	178354	22766	83886080	0	0	0	0	68190193	9	multi	0
mmap_naive	frames_16k_big.sbnd	cold	forward	full	16384	1	5120	5120	2082127	2204	19287	9938	53411227	908	3568	27662	36856	0	0	0	0	0	133010082	9	multi	0
mmap_hybrid_mincore	frames_16k_big.sbnd	cold	forward	full	16384	1	5120	5120	2324666	4545	17336	12042	64493571	854	5340	103763	46263	0	843538	0	0	0	158279359	10	multi	16
mmap_touch_in_place	frames_16k_big.sbnd	cold	forward	full	16384	1	5120	5120	1973582	6935	22887	14148	75225934	860	7843	77299	48319	0	3217	0	0	0	212023640	15	multi	5120
mmap_populate_read	frames_16k_big.sbnd	cold	forward	full	16384	1	5120	5120	2019678	14564	41015	20267	106534252	721	6006	37464	78170	0	10431	0	0	0	253188689	11	multi	5120
mmap_blocking_touch	frames_16k_big.sbnd	cold	forward	full	16384	1	5120	5120	2177663	12643	52067	19034	100375739	830	6184	38495	65465	0	8328	0	0	0	232657001	11	multi	5120
