size	arm	study	temp	trace	access	chunk	repeat	frames	asks	first_frame_ns	later_p50_ns	later_p99_ns	later_mean_ns	series_wall_ns	gap_p50_ns	gap_p99_ns	gap_max_ns	gap_samples	bytes_copied	hop_p50_ns	other_later_p50_ns	other_later_p99_ns	other_asks	cpu_ns	threads_max	runtime	hop_count
250k	mmap_touch_in_place	frames_250k_big.sbnd	cold	forward	full	16384	2	2048	2048	2090070	76035	2481917	569265	1167929102	296	17993	455971	886861	0	22442	0	0	0	2445265849	10	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	cold	forward	full	16384	2	2048	2048	1971200	194784	4078468	894844	1834480573	502	149811	2241669	165931	0	46315	0	0	0	2108721959	7	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	cold	forward	full	16384	2	2048	2048	2273573	182657	3223629	827627	1697086711	380	19037	312196	1007895	0	46081	0	0	0	3471414390	6	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	cold	forward	full	16384	2	2048	2048	1039835	133991	1901054	220705	453523451	312	18675	171132	299317	512000000	66025	0	0	0	833019282	6	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	cold	forward	full	16384	2	2048	2048	562576	90062	3201604	769894	1577151996	265	16329	967146	1467729	512000000	2964305	0	0	0	3361723159	6	multi	20
250k	uring_nowait_whole	frames_250k_big.sbnd	cold	forward	full	16384	2	2048	2048	651979	78658	3151072	667921	1368845662	507	17736	450683	841539	512000000	3175013	0	0	0	2918390663	5	multi	17
250k	mmap_naive	frames_250k_big.sbnd	cold	forward	full	16384	3	2048	2048	3119335	46396	3051970	555208	1139942461	261	15151	3089727	1379379	0	0	0	0	0	2411323784	5	multi	0
250k	mmap_hybrid_mincore	frames_250k_big.sbnd	cold	forward	full	16384	3	2048	2048	2447981	49945	3162634	574111	1178097648	275	15338	508775	1244224	0	3426679	0	0	0	2469831742	6	multi	24
250k	mmap_touch_in_place	frames_250k_big.sbnd	cold	forward	full	16384	3	2048	2048	2952239	90010	3185094	652435	1339015766	257	16967	686897	1229163	0	23586	0	0	0	2784437496	11	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	cold	forward	full	16384	3	2048	2048	2506010	203795	3251502	842949	1728729518	364	129833	34133232	228545	0	52418	0	0	0	2035452896	6	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	cold	forward	full	16384	3	2048	2048	1591737	147631	1352910	174367	359102495	473	27115	113270	137580	0	29950	0	0	0	540027628	6	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	cold	forward	full	16384	3	2048	2048	949172	183979	2930008	802599	1644724903	256	16633	446615	1506964	512000000	84501	0	0	0	3436191966	6	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	cold	forward	full	16384	3	2048	2048	557163	114000	2851217	687468	1408418480	255	17585	502925	1711852	512000000	2436901	0	0	0	3006358243	6	multi	18
250k	uring_nowait_whole	frames_250k_big.sbnd	cold	forward	full	16384	3	2048	2048	1037889	85431	2320561	638388	1308904855	505	18314	844255	740568	512000000	2366848	0	0	0	2822946492	5	multi	9
250k	mmap_naive	frames_250k_big.sbnd	cold	forward	full	16384	4	2048	2048	1975194	28565	3204845	91712	189927159	258	16759	1858431	203918	0	0	0	0	0	312531332	5	multi	0
250k	mmap_hybrid_mincore	frames_250k_big.sbnd	cold	forward	full	16384	4	2048	2048	2002952	28414	3406257	90552	187587433	259	16476	140675	192270	0	3672012	0	0	0	300049664	6	multi	32
250k	mmap_touch_in_place	frames_250k_big.sbnd	cold	forward	full	16384	4	2048	2048	3431578	76924	3219596	676335	1388429685	316	18705	1381737	904687	0	22612	0	0	0	2866726144	9	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	cold	forward	full	16384	4	2048	2048	1759955	179741	2449831	746286	1530077695	506	117657	1342797	185407	0	37371	0	0	0	1894706922	6	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	cold	forward	full	16384	4	2048	2048	1796960	149456	1300515	176650	363903454	449	28417	380773	132794	0	32257	0	0	0	544676511	6	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	cold	forward	full	16384	4	2048	2048	964375	348827	3007439	741342	1519715140	310	17713	11640113	1055393	512000000	95830	0	0	0	3049526046	7	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	cold	forward	full	16384	4	2048	2048	6581489	74539	3100685	625318	1287125875	268	15885	1149422	1172502	512000000	2993508	0	0	0	2745330868	6	multi	19
250k	uring_nowait_whole	frames_250k_big.sbnd	cold	forward	full	16384	4	2048	2048	950745	81439	2956322	636133	1304035694	507	17933	1469462	790268	512000000	2980319	0	0	0	2756164124	5	multi	18
250k	mmap_naive	frames_250k_big.sbnd	cold	forward	full	16384	5	2048	2048	3849925	51192	2758339	551910	1133921084	262	15543	3803493	1187564	0	0	0	0	0	2398114980	5	multi	0
250k	mmap_hybrid_mincore	frames_250k_big.sbnd	cold	forward	full	16384	5	2048	2048	1654560	53850	3058567	562902	1154254420	256	16038	317818	1082790	0	2818209	0	0	0	2462769175	6	multi	21
250k	mmap_touch_in_place	frames_250k_big.sbnd	cold	forward	full	16384	5	2048	2048	3935921	88046	3033020	647422	1329783818	284	18662	296341	974779	0	23644	0	0	0	2785629857	10	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	cold	forward	full	16384	5	2048	2048	1713626	180489	2198556	707973	1451571757	505	113995	973221	140130	0	44110	0	0	0	1689738322	6	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	cold	forward	full	16384	5	2048	2048	3456286	218340	2094627	707521	1452409489	296	18990	357232	961921	0	63345	0	0	0	2938359342	6	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	cold	forward	full	16384	5	2048	2048	1030960	279419	3079512	812555	1665502510	293	19294	839500	1053855	512000000	107556	0	0	0	3398041824	6	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	cold	forward	full	16384	5	2048	2048	724165	103520	2006314	633355	1297862209	256	17718	580815	1361429	512000000	1904219	0	0	0	2820362661	6	multi	8
250k	uring_nowait_whole	frames_250k_big.sbnd	cold	forward	full	16384	5	2048	2048	986532	50202	2804897	104125	214797626	390	18542	548941	149445	512000000	2766128	0	0	0	396243863	5	multi	30
250k	mmap_naive	frames_250k_big.sbnd	cold	forward	full	16384	6	2048	2048	2028467	52179	3019702	669618	1373071392	255	16562	1873013	1437014	0	0	0	0	0	2928690222	5	multi	0
250k	mmap_hybrid_mincore	frames_250k_big.sbnd	cold	forward	full	16384	6	2048	2048	1826051	38107	2477192	89463	185176945	388	17005	242778	139078	0	2384709	0	0	0	322115192	6	multi	36
250k	mmap_touch_in_place	frames_250k_big.sbnd	cold	forward	full	16384	6	2048	2048	1506592	88339	3085667	707048	1449377834	261	17928	834444	1337301	0	25337	0	0	0	3008141473	11	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	cold	forward	full	16384	6	2048	2048	2312332	144560	3615175	837011	1716365976	267	150581	2101730	249936	0	36198	0	0	0	1996417474	6	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	cold	forward	full	16384	6	2048	2048	2308792	128446	800111	156334	323022867	291	22741	279550	187583	0	35510	0	0	0	520803672	6	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	cold	forward	full	16384	6	2048	2048	1094176	192680	2535335	700488	1435826463	337	17093	388015	1005124	512000000	87409	0	0	0	2966233617	7	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	cold	forward	full	16384	6	2048	2048	549142	43585	2301553	120408	247440954	260	16765	2482992	236457	512000000	2084556	0	0	0	450249250	6	multi	28
250k	uring_nowait_whole	frames_250k_big.sbnd	cold	forward	full	16384	6	2048	2048	652668	38847	2356257	85996	177262108	447	17042	434658	132251	512000000	2721210	0	0	0	305653154	5	multi	31
250k	mmap_naive	frames_250k_big.sbnd	cold	forward	full	16384	7	2048	2048	1475321	42480	3036420	516880	1059876172	256	15236	1393631	1175299	0	0	0	0	0	2238910352	5	multi	0
250k	mmap_hybrid_mincore	frames_250k_big.sbnd	cold	forward	full	16384	7	2048	2048	1845031	37876	3267780	319898	656995807	497	16229	400068	487062	0	3231006	0	0	0	1333385294	6	multi	28
250k	mmap_touch_in_place	frames_250k_big.sbnd	cold	forward	full	16384	7	2048	2048	5075997	57098	1957795	133675	279120728	294	19226	121906	205576	0	17872	0	0	0	542832500	7	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	cold	forward	full	16384	7	2048	2048	2880218	177833	4043407	833521	1709763985	504	136373	1881283	160277	0	37309	0	0	0	1994618058	6	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	cold	forward	full	16384	7	2048	2048	3430537	128501	1594725	161433	334418181	403	26659	115962	146609	0	32183	0	0	0	526335842	7	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	cold	forward	full	16384	7	2048	2048	867683	181031	2734167	752396	1541991999	256	16444	647667	1515494	512000000	85365	0	0	0	3215492379	7	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	cold	forward	full	16384	7	2048	2048	521452	101460	2664580	664334	1361103170	506	17619	729282	833211	512000000	2321392	0	0	0	2908253012	6	multi	8
250k	uring_nowait_whole	frames_250k_big.sbnd	cold	forward	full	16384	7	2048	2048	851822	71215	2334182	573680	1176087962	504	17154	431474	770563	512000000	2261769	0	0	0	2517329122	5	multi	16
250k	mmap_naive	frames_250k_big.sbnd	warm	random	full	16384	1	2048	2048	65885	37479	388396	58043	119158259	461	16639	608634	83433	0	0	0	0	0	260226068	5	multi	0
250k	mmap_hybrid_mincore	frames_250k_big.sbnd	warm	random	full	16384	1	2048	2048	86516	40078	108368	46593	95757755	267	18082	110081	110537	0	0	0	0	0	215296076	5	multi	0
250k	mmap_touch_in_place	frames_250k_big.sbnd	warm	random	full	16384	1	2048	2048	154630	53579	172246	62660	128791451	264	17256	82634	145148	0	17512	0	0	0	281512805	9	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	warm	random	full	16384	1	2048	2048	328086	123970	226256	128372	263705734	257	21878	184687	141032	0	31163	0	0	0	392740987	6	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	warm	random	full	16384	1	2048	2048	3612366	136274	275562	131009	272180409	514	29969	134559	85243	0	30719	0	0	0	394555341	6	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	warm	random	full	16384	1	2048	2048	355897	172244	340316	177787	365323790	355	23874	208594	175879	512000000	79743	0	0	0	601397121	7	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	warm	random	full	16384	1	2048	2048	182091	58097	478880	81939	168946737	505	17053	528856	110361	512000000	0	0	0	0	367589921	5	multi	0
250k	uring_nowait_whole	frames_250k_big.sbnd	warm	random	full	16384	1	2048	2048	123078	57393	129140	63303	131154611	277	16098	76361	154532	512000000	0	0	0	0	284172035	5	multi	0
250k	mmap_naive	frames_250k_big.sbnd	warm	random	full	16384	2	2048	2048	53402	40240	90390	45329	93079981	513	16826	186917	55312	0	0	0	0	0	204305878	5	multi	0
250k	mmap_hybrid_mincore	frames_250k_big.sbnd	warm	random	full	16384	2	2048	2048	52314	30484	83530	36750	75462176	270	15662	121092	89530	0	0	0	0	0	164311718	5	multi	0
250k	mmap_touch_in_place	frames_250k_big.sbnd	warm	random	full	16384	2	2048	2048	242548	55699	170720	64120	131961480	272	18944	166838	128613	0	18338	0	0	0	290466030	7	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	warm	random	full	16384	2	2048	2048	196633	176850	395100	183664	376818263	524	32780	115053	108847	0	42499	0	0	0	538930922	6	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	warm	random	full	16384	2	2048	2048	202797	123031	322400	132310	271508878	263	21799	185269	166537	0	34539	0	0	0	428067171	6	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	warm	random	full	16384	2	2048	2048	327706	144670	399647	163673	336403059	290	20832	134952	214616	512000000	79613	0	0	0	582286385	7	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	warm	random	full	16384	2	2048	2048	107834	54701	115429	60759	124894127	260	16714	619223	129655	512000000	0	0	0	0	270657531	5	multi	0
250k	uring_nowait_whole	frames_250k_big.sbnd	warm	random	full	16384	2	2048	2048	66570	54972	121118	61171	125956276	515	15944	87400	103934	512000000	0	0	0	0	273465066	5	multi	0
250k	mmap_naive	frames_250k_big.sbnd	warm	random	full	16384	3	2048	2048	46010	32263	92552	39073	80211006	267	15524	72686	92863	0	0	0	0	0	174630127	5	multi	0
250k	mmap_hybrid_mincore	frames_250k_big.sbnd	warm	random	full	16384	3	2048	2048	51475	38133	94408	44151	90613744	511	17512	78529	65658	0	0	0	0	0	197976591	5	multi	0
250k	mmap_touch_in_place	frames_250k_big.sbnd	warm	random	full	16384	3	2048	2048	149360	53638	197103	63917	131318342	499	17822	99377	96766	0	16307	0	0	0	275187570	7	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	warm	random	full	16384	3	2048	2048	280800	141942	327293	151278	310410170	456	27445	195935	115455	0	32716	0	0	0	444573112	6	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	warm	random	full	16384	3	2048	2048	2940850	137731	288384	142934	295934370	444	25086	117223	115628	0	30291	0	0	0	423479949	6	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	warm	random	full	16384	3	2048	2048	298968	125156	336751	135403	278285341	270	18906	140919	200967	512000000	73867	0	0	0	476728564	7	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	warm	random	full	16384	3	2048	2048	138858	55733	115544	61671	126800972	257	15881	75864	141503	512000000	0	0	0	0	276299529	5	multi	0
250k	uring_nowait_whole	frames_250k_big.sbnd	warm	random	full	16384	3	2048	2048	64297	53802	124595	59885	123394065	257	15686	129844	141469	512000000	0	0	0	0	268568253	5	multi	0
250k	mmap_naive	frames_250k_big.sbnd	warm	random	full	16384	4	2048	2048	52936	35429	89910	41803	85838237	301	17447	103652	82623	0	0	0	0	0	187862666	5	multi	0
250k	mmap_hybrid_mincore	frames_250k_big.sbnd	warm	random	full	16384	4	2048	2048	53565	40015	95586	46321	95083966	492	18088	95615	69373	0	0	0	0	0	208156102	5	multi	0
250k	mmap_touch_in_place	frames_250k_big.sbnd	warm	random	full	16384	4	2048	2048	127843	56396	173171	63356	130153464	504	17772	113317	102837	0	17335	0	0	0	282668526	8	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	warm	random	full	16384	4	2048	2048	354885	123150	380809	136941	281169189	262	20853	166088	173121	0	33753	0	0	0	437345144	6	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	warm	random	full	16384	4	2048	2048	1341466	139617	343795	152285	313537055	451	27318	130292	118522	0	31725	0	0	0	442091307	6	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	warm	random	full	16384	4	2048	2048	1384122	127953	254292	135202	279016263	262	18568	99711	205422	512000000	74774	0	0	0	479798655	7	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	warm	random	full	16384	4	2048	2048	81527	58255	120224	63959	131438884	511	19541	98716	64865	512000000	0	0	0	0	286572603	5	multi	0
250k	uring_nowait_whole	frames_250k_big.sbnd	warm	random	full	16384	4	2048	2048	107263	55708	124236	61758	127333765	354	17307	335480	92287	512000000	0	0	0	0	279852409	5	multi	0
250k	mmap_naive	frames_250k_big.sbnd	warm	random	full	16384	5	2048	2048	45255	32606	80366	37939	77867621	262	15142	127269	87024	0	0	0	0	0	169222041	5	multi	0
250k	mmap_hybrid_mincore	frames_250k_big.sbnd	warm	random	full	16384	5	2048	2048	89890	36697	90450	41880	85970570	490	15920	67214	68959	0	0	0	0	0	186172774	5	multi	0
250k	mmap_touch_in_place	frames_250k_big.sbnd	warm	random	full	16384	5	2048	2048	94931	52214	157319	60601	124430368	318	17498	80943	111694	0	16082	0	0	0	277157136	8	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	warm	random	full	16384	5	2048	2048	212800	112939	225660	120464	247203429	259	18468	138037	169396	0	30455	0	0	0	386712520	6	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	warm	random	full	16384	5	2048	2048	2109588	139155	280026	143758	296813366	510	27974	165308	104188	0	29679	0	0	0	413234783	6	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	warm	random	full	16384	5	2048	2048	268883	120905	227843	126909	260852738	268	18060	109924	187347	512000000	69892	0	0	0	445601024	6	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	warm	random	full	16384	5	2048	2048	147512	55998	116112	61508	126434993	502	16896	127286	95187	512000000	0	0	0	0	272704470	5	multi	0
250k	uring_nowait_whole	frames_250k_big.sbnd	warm	random	full	16384	5	2048	2048	109930	50735	116514	56649	118165360	327	17648	1730737	90025	512000000	0	0	0	0	255691233	5	multi	0
250k	mmap_naive	frames_250k_big.sbnd	warm	random	full	16384	6	2048	2048	142824	32641	93073	38970	80091345	260	15348	69778	87107	0	0	0	0	0	174634713	5	multi	0
250k	mmap_hybrid_mincore	frames_250k_big.sbnd	warm	random	full	16384	6	2048	2048	83260	38475	99889	45295	93004994	529	18624	146743	43647	0	0	0	0	0	201947101	5	multi	0
250k	mmap_touch_in_place	frames_250k_big.sbnd	warm	random	full	16384	6	2048	2048	118782	55563	257836	68156	139931741	495	18035	506729	105255	0	16579	0	0	0	289899515	9	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	warm	random	full	16384	6	2048	2048	1368541	131502	323057	149147	307092805	508	25779	255169	108738	0	31840	0	0	0	421011937	6	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	warm	random	full	16384	6	2048	2048	241214	120248	368499	134521	276080821	291	21150	140577	148653	0	30206	0	0	0	411599671	6	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	warm	random	full	16384	6	2048	2048	407957	128337	248595	132824	273105628	271	17142	326594	230528	512000000	75452	0	0	0	483105311	7	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	warm	random	full	16384	6	2048	2048	77134	56190	113499	61611	126614240	276	16852	75792	134461	512000000	0	0	0	0	278865606	5	multi	0
250k	uring_nowait_whole	frames_250k_big.sbnd	warm	random	full	16384	6	2048	2048	87022	52207	110208	57082	117589815	257	15241	304429	135220	512000000	0	0	0	0	255223327	5	multi	0
250k	mmap_naive	frames_250k_big.sbnd	warm	random	full	16384	7	2048	2048	45909	32220	93480	41095	84368233	276	15248	109801	102991	0	0	0	0	0	178858862	5	multi	0
250k	mmap_hybrid_mincore	frames_250k_big.sbnd	warm	random	full	16384	7	2048	2048	78623	34246	90745	40455	83045928	299	16454	130685	84779	0	0	0	0	0	180813789	5	multi	0
250k	mmap_touch_in_place	frames_250k_big.sbnd	warm	random	full	16384	7	2048	2048	129725	52897	174012	62822	129026012	465	16314	119405	102991	0	15951	0	0	0	271414028	8	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	warm	random	full	16384	7	2048	2048	453662	142355	357693	152574	313236987	507	27963	98110	105547	0	30521	0	0	0	437225803	6	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	warm	random	full	16384	7	2048	2048	3344096	136116	287799	143303	297106756	485	27561	135563	111409	0	30357	0	0	0	418661545	6	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	warm	random	full	16384	7	2048	2048	244840	123329	314345	133215	273712175	282	19041	139057	196572	512000000	72283	0	0	0	467871090	7	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	warm	random	full	16384	7	2048	2048	165888	56163	109607	61559	126559545	499	15946	76400	95176	512000000	0	0	0	0	275409376	5	multi	0
250k	uring_nowait_whole	frames_250k_big.sbnd	warm	random	full	16384	7	2048	2048	122138	51720	108629	57068	117621138	263	16180	351974	120740	512000000	0	0	0	0	255268094	5	multi	0
250k	mmap_naive	frames_250k_big.sbnd	cold	random	full	16384	1	2048	2048	4717508	45325	3648287	158507	329379944	256	16484	4716459	311983	0	0	0	0	0	522996036	5	multi	0
250k	mmap_hybrid_mincore	frames_250k_big.sbnd	cold	random	full	16384	1	2048	2048	4079827	44367	3125489	146288	303733818	258	15879	1418003	312979	0	2222014	0	0	0	501937705	6	multi	88
250k	mmap_touch_in_place	frames_250k_big.sbnd	cold	random	full	16384	1	2048	2048	4382087	96113	3717754	230254	476189611	337	18947	963244	300883	0	28972	0	0	0	726951594	10	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	cold	random	full	16384	1	2048	2048	3681696	154775	3667589	266412	549535217	328	20363	129051	289104	0	45858	0	0	0	813026705	6	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	cold	random	full	16384	1	2048	2048	4393564	136933	4307273	272637	562928840	270	18367	190666	402917	0	46702	0	0	0	843264104	6	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	cold	random	full	16384	1	2048	2048	733369	321922	913545	311466	639449428	256	16941	129126	640663	512000000	246515	0	0	0	1043125309	6	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	cold	random	full	16384	1	2048	2048	704396	68860	959205	180459	370754705	256	19294	352282	313993	512000000	351282	0	0	0	573508281	6	multi	397
250k	uring_nowait_whole	frames_250k_big.sbnd	cold	random	full	16384	1	2048	2048	438060	242333	870012	237925	488581530	351	18211	716684	339036	512000000	196946	0	0	0	792626693	5	multi	1147
250k	mmap_naive	frames_250k_big.sbnd	cold	random	full	16384	2	2048	2048	4218878	43739	3253078	144196	299591431	257	17936	3991337	289570	0	0	0	0	0	499856174	5	multi	0
250k	mmap_hybrid_mincore	frames_250k_big.sbnd	cold	random	full	16384	2	2048	2048	3343011	45451	3070347	146182	302823778	258	15402	436247	337169	0	2154794	0	0	0	507141565	6	multi	88
250k	mmap_touch_in_place	frames_250k_big.sbnd	cold	random	full	16384	2	2048	2048	4785799	99167	4022437	238685	493936678	270	19931	464603	382432	0	33177	0	0	0	793795423	9	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	cold	random	full	16384	2	2048	2048	3749023	155756	3707929	272785	562695384	284	19080	734172	339095	0	43278	0	0	0	807869397	6	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	cold	random	full	16384	2	2048	2048	3825841	133975	3914049	271293	559659926	259	17440	122061	443774	0	44962	0	0	0	877888181	6	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	cold	random	full	16384	2	2048	2048	527426	290038	1107058	303050	622112283	257	17672	473421	586744	512000000	245369	0	0	0	1005801249	7	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	cold	random	full	16384	2	2048	2048	723584	61928	1095848	181381	372691894	256	16773	368807	324055	512000000	382354	0	0	0	591804302	6	multi	399
250k	uring_nowait_whole	frames_250k_big.sbnd	cold	random	full	16384	2	2048	2048	408629	259715	1012068	248197	509680437	390	19222	394582	296396	512000000	203871	0	0	0	813710166	5	multi	1152
250k	mmap_naive	frames_250k_big.sbnd	cold	random	full	16384	3	2048	2048	3633939	45925	3190999	154460	320021461	256	17183	3879562	349325	0	0	0	0	0	535467665	5	multi	0
250k	mmap_hybrid_mincore	frames_250k_big.sbnd	cold	random	full	16384	3	2048	2048	4333297	52563	3623057	168613	349710214	324	19023	207958	230051	0	2488866	0	0	0	595085605	6	multi	88
250k	mmap_touch_in_place	frames_250k_big.sbnd	cold	random	full	16384	3	2048	2048	5101029	104569	3728910	305096	630191611	257	18811	994548	481145	0	33258	0	0	0	1012768944	10	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	cold	random	full	16384	3	2048	2048	4048655	150784	3726828	270350	558084121	271	20909	3305726	371693	0	49613	0	0	0	836536130	6	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	cold	random	full	16384	3	2048	2048	3988222	168042	3592306	347406	715777792	269	20908	1986392	467053	0	55632	0	0	0	1122371801	6	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	cold	random	full	16384	3	2048	2048	517318	281648	1750939	338099	693616592	265	17930	2116827	586479	512000000	230275	0	0	0	1177471230	7	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	cold	random	full	16384	3	2048	2048	546811	78756	1154762	210660	432560256	256	19497	591153	361935	512000000	412148	0	0	0	702190041	6	multi	397
250k	uring_nowait_whole	frames_250k_big.sbnd	cold	random	full	16384	3	2048	2048	361387	265166	982230	252291	517994627	372	19016	519456	293052	512000000	207599	0	0	0	849914321	5	multi	1151
250k	mmap_naive	frames_250k_big.sbnd	cold	random	full	16384	4	2048	2048	3752378	48495	3337745	153272	317795729	266	16330	4186265	258545	0	0	0	0	0	552320445	5	multi	0
250k	mmap_hybrid_mincore	frames_250k_big.sbnd	cold	random	full	16384	4	2048	2048	3955590	50127	3974659	170826	353928011	264	16376	175108	363425	0	2742662	0	0	0	606201656	6	multi	88
250k	mmap_touch_in_place	frames_250k_big.sbnd	cold	random	full	16384	4	2048	2048	4743670	99206	3654091	252344	521743298	274	19689	1115343	380571	0	30664	0	0	0	840993832	10	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	cold	random	full	16384	4	2048	2048	4352015	171120	3824964	298337	615569656	292	20309	1269215	346656	0	49507	0	0	0	878344454	6	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	cold	random	full	16384	4	2048	2048	3747369	163814	2873039	248031	511960654	327	20838	154631	280441	0	43979	0	0	0	764222005	6	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	cold	random	full	16384	4	2048	2048	481315	288575	859005	302851	621508381	256	19248	189451	518330	512000000	225686	0	0	0	1012283666	7	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	cold	random	full	16384	4	2048	2048	767847	63283	1028851	187410	385049745	269	17852	461487	313004	512000000	377027	0	0	0	629417399	6	multi	398
250k	uring_nowait_whole	frames_250k_big.sbnd	cold	random	full	16384	4	2048	2048	410656	261853	1205226	293120	601451920	350	16992	1538023	417130	512000000	203088	0	0	0	994321280	5	multi	1152
250k	mmap_naive	frames_250k_big.sbnd	cold	random	full	16384	5	2048	2048	3225935	43090	3275734	164912	341025464	264	15482	4754724	282573	0	0	0	0	0	573248610	5	multi	0
250k	mmap_hybrid_mincore	frames_250k_big.sbnd	cold	random	full	16384	5	2048	2048	4190503	56704	3363660	195680	405081937	259	16187	298441	383093	0	2582918	0	0	0	717323164	6	multi	88
250k	mmap_touch_in_place	frames_250k_big.sbnd	cold	random	full	16384	5	2048	2048	4048674	96858	3367977	218283	451272620	258	16707	613642	380547	0	27955	0	0	0	686437484	13	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	cold	random	full	16384	5	2048	2048	3167085	135409	3025547	253268	522086526	258	17449	664795	378626	0	42916	0	0	0	770042514	6	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	cold	random	full	16384	5	2048	2048	3803271	157105	3922605	282655	582905015	337	19843	1308741	324592	0	42581	0	0	0	846737597	6	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	cold	random	full	16384	5	2048	2048	642018	354437	1123840	376004	771374255	321	19367	570917	448598	512000000	266046	0	0	0	1220949463	7	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	cold	random	full	16384	5	2048	2048	1736052	73190	1061342	200917	413706791	257	19164	631888	308752	512000000	395923	0	0	0	645524751	6	multi	398
250k	uring_nowait_whole	frames_250k_big.sbnd	cold	random	full	16384	5	2048	2048	3647924	277224	988647	263665	544397621	290	19277	1065584	320301	512000000	218891	0	0	0	868214062	5	multi	1153
250k	mmap_naive	frames_250k_big.sbnd	cold	random	full	16384	6	2048	2048	4040963	45676	3060096	144356	299741351	257	17596	3466602	339289	0	0	0	0	0	523261384	5	multi	0
