size	arm	study	temp	trace	access	chunk	repeat	frames	asks	first_frame_ns	later_p50_ns	later_p99_ns	later_mean_ns	series_wall_ns	gap_p50_ns	gap_p99_ns	gap_max_ns	gap_samples	bytes_copied	hop_p50_ns	other_later_p50_ns	other_later_p99_ns	other_asks	cpu_ns	threads_max	runtime	hop_count
250k	mmap_hybrid_mincore	frames_250k_big.sbnd	cold	random	full	16384	6	2048	2048	4264176	45570	3079601	149806	311185960	274	17288	639842	236348	0	2162980	0	0	0	526704500	6	multi	88
250k	mmap_touch_in_place	frames_250k_big.sbnd	cold	random	full	16384	6	2048	2048	3326327	105872	3560053	229918	474448773	262	17935	724010	384301	0	30872	0	0	0	732723896	7	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	cold	random	full	16384	6	2048	2048	2666168	137321	3534113	259138	533626157	268	19283	1895599	380259	0	45162	0	0	0	794320543	6	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	cold	random	full	16384	6	2048	2048	6975492	159800	4198139	292340	605891979	300	19329	246305	366693	0	47196	0	0	0	909041965	6	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	cold	random	full	16384	6	2048	2048	543035	273757	896010	282180	579268089	259	16397	599885	518373	512000000	224802	0	0	0	970957932	7	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	cold	random	full	16384	6	2048	2048	641185	72074	1036198	198545	407929859	257	18244	516374	310327	512000000	379221	0	0	0	660267029	6	multi	399
250k	uring_nowait_whole	frames_250k_big.sbnd	cold	random	full	16384	6	2048	2048	360479	244887	864921	235732	484098834	379	16802	621839	345162	512000000	189562	0	0	0	790010417	5	multi	1150
250k	mmap_naive	frames_250k_big.sbnd	cold	random	full	16384	7	2048	2048	4219177	43277	3582677	157916	327684817	258	16487	210135	314944	0	0	0	0	0	564329690	5	multi	0
250k	mmap_hybrid_mincore	frames_250k_big.sbnd	cold	random	full	16384	7	2048	2048	3453968	55520	4396077	197249	407514593	256	18011	551538	409909	0	3352648	0	0	0	675187120	6	multi	88
250k	mmap_touch_in_place	frames_250k_big.sbnd	cold	random	full	16384	7	2048	2048	3920851	106407	3647014	243879	503754035	355	21604	260585	282293	0	32275	0	0	0	815573022	8	multi	2048
250k	mmap_populate_read	frames_250k_big.sbnd	cold	random	full	16384	7	2048	2048	4371546	159946	3236419	287961	594369787	386	19690	20928119	295650	0	46948	0	0	0	845161667	6	multi	2048
250k	mmap_blocking_touch	frames_250k_big.sbnd	cold	random	full	16384	7	2048	2048	5075409	162204	3682250	276752	572113608	352	21465	290129	284394	0	51354	0	0	0	838564172	7	multi	2048
250k	pread_blocking_pooled	frames_250k_big.sbnd	cold	random	full	16384	7	2048	2048	404884	262462	1201334	324330	665513149	263	17933	642787	521242	512000000	198334	0	0	0	1087140153	7	multi	2048
250k	pread_nowait_chunked	frames_250k_big.sbnd	cold	random	full	16384	7	2048	2048	611693	77227	1027019	214110	439727781	258	19180	1167693	311553	512000000	372878	0	0	0	709580762	6	multi	395
250k	uring_nowait_whole	frames_250k_big.sbnd	cold	random	full	16384	7	2048	2048	373484	264152	1065004	258314	530729125	384	19306	567699	338386	512000000	205634	0	0	0	884080143	5	multi	1150
