arm	trace	repeat	concurrency	region_start	region_frames	region_stride	mix_target	mix_achieved	hit_resident	miss_resident	asks	wall_ns	throughput_fps	p50_ns	p90_ns	p99_ns	max_ns	hop_count	hop_events	hop_p50_ns	hop_p99_ns	gap_p99_ns	gap_max_ns	cpu_ns	cpu_per_ask_ns	threads_max	read_chunk	uring_depth	runtime
pread_nowait_chunked	forward	1	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	193044965	1657.6	18309511	22303493	26184983	27427846	320	953	17251146	25079371	0	0	147393393	460604	40	65536	2	multi
pread_nowait	forward	1	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	77926779	4106.4	7601601	8986023	12425673	13135847	320	320	7388327	12267066	0	0	119380941	373065	40	65536	2	multi
pread_blocking_pooled	forward	1	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	73690103	4342.5	7397452	8549681	10531283	11759665	320	320	7268557	10453594	0	0	98041072	306378	40	65536	2	multi
uring_whole	forward	1	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	65100496	4915.5	6072661	7510748	10176608	11442882	320	320	5802970	9863660	0	0	108115830	337861	5	65536	2	multi
pread_nowait_chunked	forward	2	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	199580755	1603.4	18984534	24313564	29625430	33561532	320	949	18113068	28791444	0	0	162832585	508851	40	65536	2	multi
pread_nowait	forward	2	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	66175387	4835.6	6439093	7336321	8318900	12019020	320	320	6234096	8122781	0	0	112094252	350294	40	65536	2	multi
pread_blocking_pooled	forward	2	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	66254360	4829.9	6062229	7504040	11269295	12009531	320	320	5927902	11200236	0	0	107583801	336199	39	65536	2	multi
uring_whole	forward	2	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	64186248	4985.5	6133393	7408705	10482076	11923489	320	320	5922319	10309352	0	0	89992572	281226	5	65536	2	multi
pread_nowait_chunked	forward	3	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	189342023	1690.1	18313167	22996709	27191588	29013566	320	950	17527998	26492133	0	0	126593291	395604	40	65536	2	multi
pread_nowait	forward	3	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	62630310	5109.3	5781298	6585723	11525489	12372309	320	320	5596502	11320950	0	0	87894827	274671	40	65536	2	multi
pread_blocking_pooled	forward	3	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	111109840	2880.0	6628681	17532508	27934345	38070072	320	320	6519196	27576388	0	0	93824400	293201	41	65536	2	multi
uring_whole	forward	3	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	110161679	2904.8	5459981	9818886	52208946	52753409	319	319	4926364	50832219	0	0	141603634	442511	5	65536	2	multi
pread_nowait_chunked	forward	4	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	224796935	1423.5	19709213	25466285	47640360	56926758	320	949	18434149	46670618	0	0	214988026	671837	41	65536	2	multi
pread_nowait	forward	4	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	66107996	4840.6	6232712	8093860	11118957	13104107	320	320	5959785	10976315	0	0	107326123	335394	39	65536	2	multi
pread_blocking_pooled	forward	4	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	64067602	4994.7	5966686	7764271	9504838	11966670	320	320	5811568	9415053	0	0	100104153	312825	42	65536	2	multi
uring_whole	forward	4	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	62036238	5158.3	5905944	7230191	9898178	10746895	320	320	5617536	9763143	0	0	107546863	336083	5	65536	2	multi
pread_nowait_chunked	forward	5	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	191340577	1672.4	18233972	22799747	26779743	29162384	320	950	17379044	26249350	0	0	127696856	399052	40	65536	2	multi
pread_nowait	forward	5	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	59822010	5349.2	5505264	7512679	11382986	12464826	320	320	5302260	10973206	0	0	85875507	268360	39	65536	2	multi
pread_blocking_pooled	forward	5	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	67808164	4719.2	6459153	7311507	9421439	12007366	320	320	6359214	9376438	0	0	87374703	273045	39	65536	2	multi
uring_whole	forward	5	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	66236608	4831.2	6415721	7255499	8304912	12028347	320	320	6177152	8079730	0	0	91353953	285481	5	65536	2	multi
