label	arm	prefetch	temp	shape	size	stride	depth	readers	repeat	pos	asks	p50_ns	p90_ns	p99_ns	cpu_ns_per_ask	wall_ns	asks_per_s	threads	gap_p99_ns	gap_max_ns	miss_pct	resident_pct	peak_named	peak_in_flight	rss_kib	rings_built
fill_16k	hybrid_lazyring	off	warm	sweep	16384	16384	1	64	7	2	16384	6077	7055	17028	6587	17423017	940365	9	0	0	0.0	0.000	0	0	100	0
fill_16k	pool	off	warm	sweep	16384	16384	1	64	7	3	16384	6056	6988	15472	6553	18343337	893185	9	0	0	0.0	0.000	0	0	100	0
fill_16k	product	off	warm	sweep	16384	16384	1	64	8	0	16384	6223	7154	16428	6720	19456536	842082	9	0	0	0.0	0.000	1	0	0	0
fill_16k	hybrid_lazyring	off	warm	sweep	16384	16384	1	64	8	1	16384	5528	6661	15346	6061	19181902	854138	9	0	0	0.0	0.000	0	0	120	0
fill_16k	pool	off	warm	sweep	16384	16384	1	64	8	2	16384	6106	6948	15835	6607	15238686	1075158	9	0	0	0.0	0.000	0	0	68	0
fill_16k	pooled_pread	off	warm	sweep	16384	16384	1	64	8	3	16384	142097	339158	1719240	20443	56479472	290088	152	0	0	100.0	0.000	0	0	1360	0
fill_16k	hybrid_lazyring	off	warm	sweep	16384	16384	1	64	9	0	16384	5892	6813	18051	6345	15000620	1092222	9	0	0	0.0	0.000	0	0	64	0
fill_16k	pool	off	warm	sweep	16384	16384	1	64	9	1	16384	6025	6858	15298	6517	14775091	1108893	9	0	0	0.0	0.000	0	0	0	0
fill_16k	pooled_pread	off	warm	sweep	16384	16384	1	64	9	2	16384	145123	346747	1876917	20394	58629821	279448	145	0	0	100.0	0.000	0	0	1316	0
fill_16k	product	off	warm	sweep	16384	16384	1	64	9	3	16384	5770	6806	18232	6179	16310298	1004519	9	0	0	0.0	0.000	1	0	104	0
fill_16k	pool	off	warm	sweep	16384	16384	1	64	10	0	16384	5721	6632	14551	6172	15056310	1088182	9	0	0	0.0	0.000	0	0	132	0
fill_16k	pooled_pread	off	warm	sweep	16384	16384	1	64	10	1	16384	126978	242728	1607203	20197	51592032	317568	162	0	0	100.0	0.000	0	0	1824	0
fill_16k	product	off	warm	sweep	16384	16384	1	64	10	2	16384	5997	6890	13957	6446	15395107	1064234	9	0	0	0.0	0.000	1	0	64	0
fill_16k	hybrid_lazyring	off	warm	sweep	16384	16384	1	64	10	3	16384	5977	7086	18560	6552	17059830	960385	9	0	0	0.0	0.000	0	0	80	0
fill_16k	pooled_pread	off	warm	sweep	16384	16384	1	64	11	0	16384	135984	305025	1586469	20296	54739908	299306	157	0	0	100.0	0.000	0	0	1356	0
fill_16k	product	off	warm	sweep	16384	16384	1	64	11	1	16384	5767	6833	18896	6295	18913093	866278	9	0	0	0.0	0.000	1	0	136	0
fill_16k	hybrid_lazyring	off	warm	sweep	16384	16384	1	64	11	2	16384	6196	7122	17069	6726	16286372	1005994	9	0	0	0.0	0.000	0	0	36	0
fill_16k	pool	off	warm	sweep	16384	16384	1	64	11	3	16384	5931	6839	15187	6427	15835419	1034643	9	0	0	0.0	0.000	0	0	0	0
fill_250k	product	off	warm	sweep	250000	250000	1	1	0	0	256	37951	44224	57979	41163	10403140	24608	9	0	0	0.0	0.000	1	0	304	0
fill_250k	hybrid_lazyring	off	warm	sweep	250000	250000	1	1	0	1	256	31167	37022	48674	34749	8764612	29208	9	0	0	0.0	0.000	0	0	248	0
fill_250k	pool	off	warm	sweep	250000	250000	1	1	0	2	256	32767	38387	49962	35593	9125708	28053	9	0	0	0.0	0.000	0	0	256	0
fill_250k	pooled_pread	off	warm	sweep	250000	250000	1	1	0	3	256	51492	61376	99399	61971	14121272	18129	10	0	0	100.0	0.000	0	0	272	0
fill_250k	hybrid_lazyring	off	warm	sweep	250000	250000	1	1	1	0	256	32669	35702	48795	35711	9001750	28439	9	0	0	0.0	0.000	0	0	256	0
fill_250k	pool	off	warm	sweep	250000	250000	1	1	1	1	256	32709	36248	56922	35994	9072475	28217	9	0	0	0.0	0.000	0	0	252	0
fill_250k	pooled_pread	off	warm	sweep	250000	250000	1	1	1	2	256	50031	61211	141602	63737	14297061	17906	12	0	0	100.0	0.000	0	0	48	0
fill_250k	product	off	warm	sweep	250000	250000	1	1	1	3	256	31489	35245	53118	33740	8608245	29739	9	0	0	0.0	0.000	1	0	68	0
fill_250k	pool	off	warm	sweep	250000	250000	1	1	2	0	256	26636	30119	42544	28759	7354742	34807	9	0	0	0.0	0.000	0	0	192	0
fill_250k	pooled_pread	off	warm	sweep	250000	250000	1	1	2	1	256	40027	45228	60582	48645	10853041	23588	10	0	0	100.0	0.000	0	0	184	0
fill_250k	product	off	warm	sweep	250000	250000	1	1	2	2	256	31355	34515	49690	33169	8454891	30278	9	0	0	0.0	0.000	1	0	68	0
fill_250k	hybrid_lazyring	off	warm	sweep	250000	250000	1	1	2	3	256	30160	34966	50465	32999	8348523	30664	9	0	0	0.0	0.000	0	0	180	0
fill_250k	pooled_pread	off	warm	sweep	250000	250000	1	1	3	0	256	46647	56914	72327	57092	12923885	19808	10	0	0	100.0	0.000	0	0	4	0
fill_250k	product	off	warm	sweep	250000	250000	1	1	3	1	256	32308	35146	52771	34469	8722025	29351	9	0	0	0.0	0.000	1	0	8	0
fill_250k	hybrid_lazyring	off	warm	sweep	250000	250000	1	1	3	2	256	32695	35228	48759	35250	8946427	28615	9	0	0	0.0	0.000	0	0	248	0
fill_250k	pool	off	warm	sweep	250000	250000	1	1	3	3	256	31412	34863	49013	33950	8535619	29992	9	0	0	0.0	0.000	0	0	0	0
fill_250k	product	off	warm	sweep	250000	250000	1	1	4	0	256	30646	33375	44912	32506	8207725	31190	9	0	0	0.0	0.000	1	0	8	0
fill_250k	hybrid_lazyring	off	warm	sweep	250000	250000	1	1	4	1	256	28255	29986	44961	30065	7636007	33525	9	0	0	0.0	0.000	0	0	0	0
fill_250k	pool	off	warm	sweep	250000	250000	1	1	4	2	256	32967	36592	48988	35008	8899443	28766	9	0	0	0.0	0.000	0	0	8	0
fill_250k	pooled_pread	off	warm	sweep	250000	250000	1	1	4	3	256	48655	65655	101181	59408	13632458	18779	10	0	0	100.0	0.000	0	0	0	0
fill_250k	hybrid_lazyring	off	warm	sweep	250000	250000	1	1	5	0	256	33234	36817	51852	35266	9032310	28343	9	0	0	0.0	0.000	0	0	0	0
fill_250k	pool	off	warm	sweep	250000	250000	1	1	5	1	256	31680	37420	51409	34530	8713202	29381	9	0	0	0.0	0.000	0	0	0	0
fill_250k	pooled_pread	off	warm	sweep	250000	250000	1	1	5	2	256	45284	53474	86535	54681	12338388	20748	10	0	0	100.0	0.000	0	0	0	0
fill_250k	product	off	warm	sweep	250000	250000	1	1	5	3	256	32046	35735	50071	34336	8685092	29476	9	0	0	0.0	0.000	1	0	68	0
fill_250k	pool	off	warm	sweep	250000	250000	1	1	6	0	256	29252	33020	47476	32034	8143872	31435	9	0	0	0.0	0.000	0	0	252	0
fill_250k	pooled_pread	off	warm	sweep	250000	250000	1	1	6	1	256	46744	62341	88409	57878	12923954	19808	11	0	0	100.0	0.000	0	0	0	0
fill_250k	product	off	warm	sweep	250000	250000	1	1	6	2	256	30229	38464	49343	33082	8494196	30138	9	0	0	0.0	0.000	1	0	0	0
