arm	trace	repeat	concurrency	region_start	region_frames	region_stride	mix_target	mix_achieved	hit_resident	miss_resident	asks	wall_ns	throughput_fps	p50_ns	p90_ns	p99_ns	max_ns	hop_count	hop_events	hop_p50_ns	hop_p99_ns	gap_p99_ns	gap_max_ns	cpu_ns	cpu_per_ask_ns	threads_max	read_chunk	uring_depth	runtime
pread_nowait_chunked	forward	1	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	192063473	1666.1	18120051	23731932	29980119	32723129	320	955	17267371	27539651	0	0	125354091	391731	9	65536	2	multi
pread_nowait	forward	1	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	48001225	6666.5	4517479	5970192	7032682	7616334	320	320	4168290	6652447	0	0	66758882	208621	9	65536	2	multi
pread_blocking_pooled	forward	1	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	66251217	4830.1	6340181	7171215	7658366	7729923	320	320	6254919	7546717	0	0	84810536	265032	9	65536	2	multi
uring_whole	forward	1	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	56415610	5672.2	5489082	6795154	9026800	9738265	320	320	5278504	8812494	0	0	82065150	256453	5	65536	2	multi
pread_nowait_chunked	forward	2	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	188768875	1695.2	18332035	21942193	24922291	26281590	320	950	17743499	24377371	0	0	94929636	296655	9	65536	2	multi
pread_nowait	forward	2	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	52097602	6142.3	4866430	6705926	8391644	8533292	320	320	4609545	7929873	0	0	65041688	203255	9	65536	2	multi
pread_blocking_pooled	forward	2	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	65279300	4902.0	6341268	6824115	7371279	7592741	320	320	6272923	7265992	0	0	78078380	243994	9	65536	2	multi
uring_whole	forward	2	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	52959886	6042.3	4971328	6008316	8959112	9656670	320	320	4772265	8730972	0	0	77679795	242749	5	65536	2	multi
pread_nowait_chunked	forward	3	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	177011151	1807.8	17189589	20485307	22771153	25740135	320	952	16579163	22459199	0	0	95138977	297309	9	65536	2	multi
pread_nowait	forward	3	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	52063519	6146.3	4977275	6510318	7491255	8969893	320	320	4697682	7044299	0	0	73383701	229324	9	65536	2	multi
pread_blocking_pooled	forward	3	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	68176893	4693.7	6648141	6959662	7933161	8781828	320	320	6576214	7855906	0	0	76847338	240147	9	65536	2	multi
uring_whole	forward	3	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	53362491	5996.7	5190348	6476871	8472576	9975093	320	320	4976384	8309768	0	0	72107440	225335	5	65536	2	multi
pread_nowait_chunked	forward	4	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	178562998	1792.1	16900797	20684737	24150599	27705701	320	952	16309686	23441072	0	0	87674484	273982	9	65536	2	multi
pread_nowait	forward	4	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	52188566	6131.6	4847124	6641702	7683403	8800326	320	320	4601805	7405277	0	0	67794438	211857	9	65536	2	multi
pread_blocking_pooled	forward	4	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	68338939	4682.5	6640033	7109096	7704566	7929686	320	320	6534468	7583591	0	0	81808635	255651	9	65536	2	multi
uring_whole	forward	4	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	57989931	5518.2	5367451	6007392	10415536	11389615	320	320	5175076	10158607	0	0	83618882	261309	5	65536	2	multi
pread_nowait_chunked	forward	5	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	186972683	1711.5	18462097	21070282	25540007	27654059	320	948	17720745	24973543	0	0	91908958	287215	9	65536	2	multi
pread_nowait	forward	5	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	54210726	5902.9	5041010	6066841	8450661	9988654	320	320	4817935	8182868	0	0	70278022	219618	9	65536	2	multi
pread_blocking_pooled	forward	5	32	0	320	40	1.0000	1.0000	0.0000	0.0001	320	76066959	4206.8	7320779	8326970	8750865	8943743	320	320	7239641	8591162	0	0	79550525	248595	9	65536	2	multi
uring_whole	forward	5	32	12800	320	40	1.0000	1.0000	0.0000	0.0000	320	56975486	5616.5	5298389	6045276	10204391	11228473	320	320	5073052	10018129	0	0	78954962	246734	5	65536	2	multi
