label	arm	prefetch	temp	shape	size	stride	depth	readers	repeat	pos	asks	p50_ns	p90_ns	p99_ns	cpu_ns_per_ask	wall_ns	asks_per_s	threads	gap_p99_ns	gap_max_ns	miss_pct	resident_pct	peak_named	peak_in_flight	rss_kib	rings_built	monitors	short_reads	reads_per_ask
m_uring_r10	pool	off	cold	stride	250000	500000	1	1	0	1	256	744031	849554	938123	143828	191965808	1334	10	0	0	99.6	0.000	0	0	272	0	0	0	0.00
m_uring_r10	hybrid_lazyring	off	cold	stride	250000	500000	1	1	0	2	256	762546	861289	1002463	144956	198337858	1291	9	0	0	99.6	0.000	0	1	508	0	0	0	0.00
m_auto_r10	product	off	cold	stride	250000	500000	1	1	0	0	256	1226328	1628890	1946611	225368	322810135	793	9	0	0	99.6	0.000	1	1	280	1	0	0	1.01
m_auto_r10	pool	off	cold	stride	250000	500000	1	1	0	1	256	769795	857527	937174	133028	196225257	1305	10	0	0	99.6	0.000	0	0	272	0	0	0	0.00
m_auto_r10	hybrid_lazyring	off	cold	stride	250000	500000	1	1	0	2	256	1222122	1403111	1533182	260813	313380293	817	9	0	0	99.6	0.000	0	1	432	0	0	0	0.00
m_uring_r11	product	off	cold	stride	250000	500000	1	1	0	0	256	1007822	1135667	1207328	244208	256844952	997	9	0	0	100.0	0.000	1	1	280	1	0	0	1.00
m_uring_r11	pool	off	cold	stride	250000	500000	1	1	0	1	256	1290713	1467495	1639158	399836	309206759	828	10	0	0	99.6	0.000	0	0	272	0	0	0	0.00
m_uring_r11	hybrid_lazyring	off	cold	stride	250000	500000	1	1	0	2	256	940103	1088450	1206059	215363	239087734	1071	9	0	0	99.6	0.000	0	1	244	0	0	0	0.00
m_auto_r11	product	off	cold	stride	250000	500000	1	1	0	0	256	1601724	1842633	2355565	350693	393023334	651	9	0	0	99.6	0.000	1	1	288	1	0	0	1.01
m_auto_r11	pool	off	cold	stride	250000	500000	1	1	0	1	256	1266608	1802182	1987804	358441	342743627	747	10	0	0	99.6	0.000	0	0	272	0	0	0	0.00
m_auto_r11	hybrid_lazyring	off	cold	stride	250000	500000	1	1	0	2	256	1473990	1680749	1831448	420737	334921561	764	9	0	0	99.6	0.000	0	1	252	0	0	0	0.00
m_pool_r11	product	off	cold	stride	250000	500000	1	1	0	0	256	1616891	2011751	2618871	431899	418925537	611	10	0	0	99.6	0.000	1	1	260	0	0	0	1.01
m_pool_r11	pool	off	cold	stride	250000	500000	1	1	0	1	256	827327	1097338	1197361	182678	219267635	1168	10	0	0	99.6	0.000	0	0	192	0	0	0	0.00
m_pool_r11	hybrid_lazyring	off	cold	stride	250000	500000	1	1	0	2	256	1156908	1393768	1501853	331545	294757309	869	9	0	0	99.6	0.000	0	1	260	0	0	0	0.00
