prefix	arm	study	temp	trace	access	chunk	repeat	frames	asks	first_frame_ns	later_p50_ns	later_p99_ns	later_mean_ns	series_wall_ns	gap_p50_ns	gap_p99_ns	gap_max_ns	gap_samples	bytes_copied	hop_p50_ns	other_later_p50_ns	other_later_p99_ns	other_asks	cpu_ns	threads_max	runtime	hop_count
250000	uring_nowait_hybrid	frames_250k_live.sbnd	cold	forward	full	16384	8	320	320	478458	41671	2786588	100454	32653577	851	23468	127219	7571	80000000	2704457	0	0	0	57669124	5	multi	7
250000	pread_nowait_chunked	frames_250k_live.sbnd	cold	forward	full	16384	9	320	320	518791	37112	2559934	91566	29773463	321	15712	161516	26207	80000000	2450156	0	0	0	49485800	6	multi	7
250000	pread_nowait_prefetch	frames_250k_live.sbnd	cold	forward	full	16384	9	320	320	534854	128766	635784	228975	91876468	259	30093	785008	44533	80000000	172195	0	0	0	135617281	6	multi	77
250000	pread_blocking_pooled	frames_250k_live.sbnd	cold	forward	full	16384	9	320	320	1871404	1258749	2241023	1002417	321809341	273	18040	225100	228269	80000000	1151977	0	0	0	668143184	6	multi	320
250000	uring_nowait_hybrid	frames_250k_live.sbnd	cold	forward	full	16384	9	320	320	570938	63393	2545514	482310	154700156	355	17993	222537	101844	80000000	2369101	0	0	0	322097766	5	multi	7
250000	pread_nowait_chunked	frames_250k_live.sbnd	warm	forward	full	16384	1	320	320	147908	45020	102737	52216	16847300	256	17276	54186	24419	80000000	0	0	0	0	36727782	5	multi	0
250000	pread_nowait_prefetch	frames_250k_live.sbnd	warm	forward	full	16384	1	320	320	219335	51187	134873	58104	19394597	386	17787	116025	13616	80000000	0	0	0	0	42638658	5	multi	0
250000	pread_blocking_pooled	frames_250k_live.sbnd	warm	forward	full	16384	1	320	320	270552	150741	263150	159820	51380385	267	19997	132430	30780	80000000	70875	0	0	0	84461296	6	multi	320
250000	uring_nowait_hybrid	frames_250k_live.sbnd	warm	forward	full	16384	1	320	320	149699	45697	123496	52177	16916413	417	17906	126440	13984	80000000	0	0	0	0	38076564	5	multi	0
250000	pread_nowait_chunked	frames_250k_live.sbnd	warm	forward	full	16384	2	320	320	165944	51234	150669	59716	19268988	466	21534	83488	12905	80000000	0	0	0	0	39518711	5	multi	0
250000	pread_nowait_prefetch	frames_250k_live.sbnd	warm	forward	full	16384	2	320	320	117575	49110	135581	62448	20539933	487	25128	76721	11341	80000000	0	0	0	0	40843086	5	multi	0
250000	pread_blocking_pooled	frames_250k_live.sbnd	warm	forward	full	16384	2	320	320	348564	122910	223445	125846	40594823	263	20066	101253	26279	80000000	63027	0	0	0	67525554	7	multi	320
250000	uring_nowait_hybrid	frames_250k_live.sbnd	warm	forward	full	16384	2	320	320	101870	48227	110693	55708	17988412	252	15721	76250	19389	80000000	0	0	0	0	39884879	5	multi	0
250000	pread_nowait_chunked	frames_250k_live.sbnd	warm	forward	full	16384	3	320	320	166573	44898	116776	51032	16487010	251	17022	57238	23043	80000000	0	0	0	0	36249048	5	multi	0
250000	pread_nowait_prefetch	frames_250k_live.sbnd	warm	forward	full	16384	3	320	320	170908	47910	96426	53719	17820203	392	17916	63095	15200	80000000	0	0	0	0	39652137	5	multi	0
250000	pread_blocking_pooled	frames_250k_live.sbnd	warm	forward	full	16384	3	320	320	292567	118689	246793	126105	40632894	264	20012	99518	26941	80000000	66331	0	0	0	70793363	6	multi	320
250000	uring_nowait_hybrid	frames_250k_live.sbnd	warm	forward	full	16384	3	320	320	141872	46421	125119	55309	17929796	253	17379	145350	21625	80000000	0	0	0	0	39099555	5	multi	0
250000	pread_nowait_chunked	frames_250k_live.sbnd	warm	forward	full	16384	4	320	320	182707	43377	97174	48578	15719007	254	17418	85756	19349	80000000	0	0	0	0	34745949	5	multi	0
250000	pread_nowait_prefetch	frames_250k_live.sbnd	warm	forward	full	16384	4	320	320	79899	42811	91441	47605	15743294	256	17180	58286	21009	80000000	0	0	0	0	35231152	5	multi	0
250000	pread_blocking_pooled	frames_250k_live.sbnd	warm	forward	full	16384	4	320	320	359150	145428	263316	150748	48558173	257	19063	90394	36651	80000000	77138	0	0	0	80310210	7	multi	320
250000	uring_nowait_hybrid	frames_250k_live.sbnd	warm	forward	full	16384	4	320	320	155433	43786	99666	50718	16492399	256	17119	154812	23463	80000000	0	0	0	0	36457585	5	multi	0
250000	pread_nowait_chunked	frames_250k_live.sbnd	warm	forward	full	16384	5	320	320	145478	45792	122864	54038	17425372	262	15806	58064	15214	80000000	0	0	0	0	36903482	5	multi	0
250000	pread_nowait_prefetch	frames_250k_live.sbnd	warm	forward	full	16384	5	320	320	86488	45219	96523	52194	17290928	257	16220	72063	21660	80000000	0	0	0	0	38738907	5	multi	0
250000	pread_blocking_pooled	frames_250k_live.sbnd	warm	forward	full	16384	5	320	320	335910	154151	282085	164251	52857664	261	19399	103894	33261	80000000	73516	0	0	0	87022716	6	multi	320
250000	uring_nowait_hybrid	frames_250k_live.sbnd	warm	forward	full	16384	5	320	320	75169	49568	100063	55290	17857094	254	17033	57203	24145	80000000	0	0	0	0	39600477	5	multi	0
250000	pread_nowait_chunked	frames_250k_live.sbnd	warm	forward	full	16384	6	320	320	145268	47839	147675	61966	19955742	489	25330	119407	10888	80000000	0	0	0	0	38641179	5	multi	0
250000	pread_nowait_prefetch	frames_250k_live.sbnd	warm	forward	full	16384	6	320	320	108311	46295	97045	52301	17267303	257	17126	60099	22057	80000000	0	0	0	0	38063243	5	multi	0
250000	pread_blocking_pooled	frames_250k_live.sbnd	warm	forward	full	16384	6	320	320	305983	191858	311455	187611	60319948	459	28822	73603	23294	80000000	72965	0	0	0	94170625	6	multi	320
250000	uring_nowait_hybrid	frames_250k_live.sbnd	warm	forward	full	16384	6	320	320	83296	49668	109993	56415	18222126	342	17050	63738	15978	80000000	0	0	0	0	41220921	5	multi	0
250000	pread_nowait_chunked	frames_250k_live.sbnd	warm	forward	full	16384	7	320	320	157365	46372	115067	53614	17305697	256	16984	59754	21104	80000000	0	0	0	0	38334105	5	multi	0
250000	pread_nowait_prefetch	frames_250k_live.sbnd	warm	forward	full	16384	7	320	320	165681	62449	185296	80084	26485883	460	28001	97297	14222	80000000	0	0	0	0	49188462	5	multi	0
250000	pread_blocking_pooled	frames_250k_live.sbnd	warm	forward	full	16384	7	320	320	260639	148277	419046	166163	53402180	259	19738	87743	34881	80000000	72342	0	0	0	86801111	6	multi	320
250000	uring_nowait_hybrid	frames_250k_live.sbnd	warm	forward	full	16384	7	320	320	73282	47088	99646	52882	17173843	257	15979	89027	17797	80000000	0	0	0	0	38808540	5	multi	0
250000	pread_nowait_chunked	frames_250k_live.sbnd	warm	forward	full	16384	8	320	320	100922	50442	103448	55663	17906844	256	16718	94288	20460	80000000	0	0	0	0	39968685	5	multi	0
250000	pread_nowait_prefetch	frames_250k_live.sbnd	warm	forward	full	16384	8	320	320	80600	46267	96243	53017	17468967	258	17476	73154	19566	80000000	0	0	0	0	38787681	5	multi	0
250000	pread_blocking_pooled	frames_250k_live.sbnd	warm	forward	full	16384	8	320	320	251017	123548	251229	128947	41484456	283	20274	83097	28165	80000000	66267	0	0	0	72979936	6	multi	320
250000	uring_nowait_hybrid	frames_250k_live.sbnd	warm	forward	full	16384	8	320	320	118946	47225	103159	52996	17184214	258	15438	133274	16739	80000000	0	0	0	0	38123893	5	multi	0
250000	pread_nowait_chunked	frames_250k_live.sbnd	warm	forward	full	16384	9	320	320	170660	49944	150810	59222	19104490	499	19056	157985	12169	80000000	0	0	0	0	40150678	5	multi	0
250000	pread_nowait_prefetch	frames_250k_live.sbnd	warm	forward	full	16384	9	320	320	81404	45937	92953	50901	16893343	386	18188	67769	15135	80000000	0	0	0	0	37797603	5	multi	0
250000	pread_blocking_pooled	frames_250k_live.sbnd	warm	forward	full	16384	9	320	320	221060	148792	316252	154703	49685252	270	21340	82174	29171	80000000	70391	0	0	0	80374279	6	multi	320
250000	uring_nowait_hybrid	frames_250k_live.sbnd	warm	forward	full	16384	9	320	320	137473	47065	124169	55328	17903882	257	16055	118470	17248	80000000	0	0	0	0	37845041	5	multi	0
