exp	arm	cell	rtt_ms	rate_mbps	loss_pct	step_scale	depth	cache	run	p95_wait_ms	mean_wait_ms	peak_outstanding	wait_samples	nz_n	nz_p50	nz_p95	nz_p99	nz_max	reader_lag_ms	stranded_frames	stranded_bytes	censored	censored_frac	center_dropped	frames_on_wire	bytes_on_wire	srv_cpu_s	cli_cpu_s	ns_cpu_s	wall_s	ns_qdrop	verdict
r6_250k	shared	X3L	50	20	1.0	32	8	64	1	380.32	41.70	8	682	64	382.17	788.65	1612.56	1612.56	0.7	34	8500136	0	0.0000	0	655	163752620	3.420	3.950	9.200	720.36	0	ok
r6_250k	perframe_fair	X3L	50	20	1.0	32	8	64	1	4743.10	1068.92	9	682	298	2175.62	5346.45	6561.75	7287.95	1.4	68	17000272	0	0.0000	0	655	163752620	3.540	4.990	9.470	720.37	0	ok
r6_250k	perframe_fifo	X3L	50	20	1.0	32	8	64	1	3279.16	428.71	8	682	143	1383.41	5397.55	7284.64	7429.83	0.6	40	10000160	0	0.0000	0	655	163752620	3.410	4.060	9.260	720.40	0	ok
r6_250k	shared	X3L	50	20	1.0	32	8	64	2	344.35	41.10	8	682	64	346.09	1284.06	1584.36	1584.36	1.1	33	8250132	0	0.0000	0	655	163752620	3.410	3.970	9.270	720.44	0	ok
r6_250k	perframe_fair	X3L	50	20	1.0	32	8	64	2	4808.24	1126.04	9	682	290	2446.78	5745.33	6855.14	7596.85	1.2	82	20500328	0	0.0000	0	655	163752620	3.390	4.770	9.070	720.45	0	ok
r6_250k	perframe_fifo	X3L	50	20	1.0	32	8	64	2	3159.53	368.05	8	682	128	993.58	5452.03	6628.67	7684.41	1.1	42	10500168	0	0.0000	0	655	163752620	3.500	4.160	9.440	720.42	0	ok
r6_250k	shared	X3L	50	20	1.0	32	8	64	3	372.71	55.74	8	682	72	362.71	1932.67	2989.47	2989.47	1.0	33	8250132	0	0.0000	0	655	163752620	3.470	4.000	9.330	720.44	0	ok
r6_250k	perframe_fair	X3L	50	20	1.0	32	8	64	3	4825.21	1092.86	9	682	291	2358.75	5526.94	6404.46	6897.89	1.5	69	17250276	0	0.0000	0	655	163752620	3.410	4.700	9.140	720.35	0	ok
r6_250k	perframe_fifo	X3L	50	20	1.0	32	8	64	3	2941.69	346.21	8	682	121	1119.72	5715.17	6770.92	7384.69	1.0	44	11000176	0	0.0000	0	655	163752620	3.440	4.080	9.310	720.37	0	ok
